id;magnitude;type;Columna1;date;time;updated;url;detailUrl;felt;cdi;mmi;alert;status;tsunami;sig;net;code;ids;sources;types;nst;dmin;rms;gap;magType;geometryType;depth;latitude;longitude;place;distanceKM;placeOnly;location;continent;country;locality;what3words;timezone;locationDetails
us7000lt0j;55;earthquake;M 5.5 - 128 km WNW of Aykol, China;22-01-2024 19:36;1,70595E+12;1,71184E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt0j;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt0j&format=geojson;2;5;7;green;reviewed;0;466;us;7000lt0j;,us7000lt0j,;,us,;,dyfi,losspager,origin,phase-data,shakemap,;133;432;65;59;mb;Point;10;411979;786168;128 km WNW of Aykol, China;128;WNW of Aykol, China;Aykol, China;Asia;China;Aqchi;marbled.catwalks.piston;480;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87159', 'wikidataId': '', 'name': 'Asia/Shanghai', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87286', 'wikidataId': '', 'name': 'Asia/Urumqi', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87282', 'wikidataId': '', 'name': 'Asia/Kashgar', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86089', 'wikidataId': 'Q148', 'name': 'China', 'description': 'country in East Asia', 'geonameId': '1814991', 'adminLevel': '2'}, {'id': '86117', 'wikidataId': 'Q34800', 'name': 'Xinjiang Uyghur Autonomous Region', 'description': 'autonomous region in China', 'geonameId': '1529047', 'adminLevel': '4'}, {'id': '2113', 'wikidataId': 'Q861035', 'name': 'Kizilsu Kyrgyz Autonomous Prefecture', 'description': 'autonomous prefecture', 'geonameId': '1280829', 'adminLevel': '5'}, {'id': '91517', 'wikidataId': 'Q420688', 'name': 'Aqchi', 'description': 'county of China', 'geonameId': '1529662', 'adminLevel': '6'}]"
us7000lt02;54;earthquake;M 5.4 - 124 km WNW of Aykol, China;22-01-2024 18:42;1,70595E+12;1,71184E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt02;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt02&format=geojson;3;4;6;green;reviewed;0;450;us;7000lt02;,us7000lt02,;,us,;,dyfi,losspager,origin,phase-data,shakemap,;99;382;63;75;mb;Point;10;413326;787686;124 km WNW of Aykol, China;124;WNW of Aykol, China;Aykol, China;Asia;China;Wushi;reminisce.taming.nappy;480;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87159', 'wikidataId': '', 'name': 'Asia/Shanghai', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87286', 'wikidataId': '', 'name': 'Asia/Urumqi', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87282', 'wikidataId': '', 'name': 'Asia/Kashgar', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86089', 'wikidataId': 'Q148', 'name': 'China', 'description': 'country in East Asia', 'geonameId': '1814991', 'adminLevel': '2'}, {'id': '86117', 'wikidataId': 'Q34800', 'name': 'Xinjiang Uyghur Autonomous Region', 'description': 'autonomous region in China', 'geonameId': '1529047', 'adminLevel': '4'}, {'id': '1106', 'wikidataId': 'Q421638', 'name': 'Aksu Prefecture', 'description': 'prefecture', 'geonameId': '1529658', 'adminLevel': '5'}, {'id': '92441', 'wikidataId': 'Q1207622', 'name': 'Wushi', 'description': 'county', 'geonameId': '1529084', 'adminLevel': '6'}]"
us7000lt1i;58;earthquake;M 5.8 - 129 km SSE of Kyzyl-Suu, Kyrgyzstan;22-01-2024 18:14;1,70595E+12;1,71184E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt1i;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt1i&format=geojson;2;8;7;yellow;reviewed;0;652;us;7000lt1i;,us7000lt1i,;,us,;,dyfi,ground-failure,losspager,origin,phase-data,shakemap,;142;454;53;59;mb;Point;10;412946;786076;129 km SSE of Kyzyl-Suu, Kyrgyzstan;129;SSE of Kyzyl-Suu, Kyrgyzstan;Kyzyl-Suu, Kyrgyzstan;Asia;China;Wushi;sumptuous.pleasurably.wherein;480;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87159', 'wikidataId': '', 'name': 'Asia/Shanghai', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87286', 'wikidataId': '', 'name': 'Asia/Urumqi', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87282', 'wikidataId': '', 'name': 'Asia/Kashgar', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86089', 'wikidataId': 'Q148', 'name': 'China', 'description': 'country in East Asia', 'geonameId': '1814991', 'adminLevel': '2'}, {'id': '86117', 'wikidataId': 'Q34800', 'name': 'Xinjiang Uyghur Autonomous Region', 'description': 'autonomous region in China', 'geonameId': '1529047', 'adminLevel': '4'}, {'id': '1106', 'wikidataId': 'Q421638', 'name': 'Aksu Prefecture', 'description': 'prefecture', 'geonameId': '1529658', 'adminLevel': '5'}, {'id': '92441', 'wikidataId': 'Q1207622', 'name': 'Wushi', 'description': 'county', 'geonameId': '1529084', 'adminLevel': '6'}]"
us7000lsze;7;earthquake;M 7.0 - 128 km WNW of Aykol, China;22-01-2024 18:09;1,70595E+12;1,72082E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lsze;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lsze&format=geojson;482;9;9;red;reviewed;0;2419;us;7000lsze;,us7000lsze,usauto7000lsze,pt24022000,at00s7od3a,;,us,usauto,pt,at,;,dyfi,finite-fault,general-text,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,;121;428;64;29;mww;Point;13;412938;785937;128 km WNW of Aykol, China;128;WNW of Aykol, China;Aykol, China;Asia;China;Wushi;misspent.headrests.periodic;480;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87159', 'wikidataId': '', 'name': 'Asia/Shanghai', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87286', 'wikidataId': '', 'name': 'Asia/Urumqi', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87282', 'wikidataId': '', 'name': 'Asia/Kashgar', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86089', 'wikidataId': 'Q148', 'name': 'China', 'description': 'country in East Asia', 'geonameId': '1814991', 'adminLevel': '2'}, {'id': '86117', 'wikidataId': 'Q34800', 'name': 'Xinjiang Uyghur Autonomous Region', 'description': 'autonomous region in China', 'geonameId': '1529047', 'adminLevel': '4'}, {'id': '1106', 'wikidataId': 'Q421638', 'name': 'Aksu Prefecture', 'description': 'prefecture', 'geonameId': '1529658', 'adminLevel': '5'}, {'id': '92441', 'wikidataId': 'Q1207622', 'name': 'Wushi', 'description': 'county', 'geonameId': '1529084', 'adminLevel': '6'}]"
us6000m31m;64;earthquake;M 6.4 - 45 km SSW of Jurm, Afghanistan;11-01-2024 9:20;1,70496E+12;1,71062E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000m31m;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000m31m&format=geojson;111;5;4;green;reviewed;0;687;us;6000m31m;,us6000m31m,usauto6000m31m,pt24011000,at00s73ba0,;,us,usauto,pt,at,;,dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,;140;3122;102;17;mww;Point;204;365061;705994;45 km SSW of Jurm, Afghanistan;45;SSW of Jurm, Afghanistan;Jurm, Afghanistan;Asia;Afghanistan;Yamgan;medleys.ascend.amphibious;270;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87210', 'wikidataId': '', 'name': 'Asia/Kabul', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '841', 'wikidataId': 'Q889', 'name': 'Afghanistan', 'description': 'republic in South Asia', 'geonameId': '1149361', 'adminLevel': '2'}, {'id': '842', 'wikidataId': 'Q165376', 'name': 'Badakhshan', 'description': 'province of Afghanistan', 'geonameId': '1147745', 'adminLevel': '4'}, {'id': '88752', 'wikidataId': 'Q5610299', 'name': 'Yamgan', 'description': 'village', 'geonameId': '7052735', 'adminLevel': '5'}, {'id': '887', 'wikidataId': 'Q2670891', 'name': 'Yamgan', 'description': 'district of Badakhshan, Afghanistan', 'geonameId': '7052735', 'adminLevel': '5'}]"
us7000ljty;51;earthquake;M 5.1 - 31 km S of Padam, India;18-12-2023 10:18;1,70289E+12;1,70907E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000ljty;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ljty&format=geojson;8;5;6;green;reviewed;0;404;us;7000ljty;,us7000ljty,usauto7000ljty,;,us,usauto,;,dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,;119;3023;97;32;mww;Point;10;332109;767733;31 km S of Padam, India;31;S of Padam, India;Padam, India;Asia;India;Udaipur;stylistic.mysteriously.graduations;330;"[{'id': '225', 'wikidataId': 'Q179842', 'name': 'Tibetan Plateau', 'description': 'plateau in Central Asia', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87467', 'wikidataId': '', 'name': 'Asia/Kolkata', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '92055', 'wikidataId': '', 'name': 'Northern Zonal Council', 'description': '', 'geonameId': '0', 'adminLevel': '0'}, {'id': '998', 'wikidataId': '', 'name': 'Indus Sutlej river basin', 'description': '', 'geonameId': '0', 'adminLevel': '0'}, {'id': '4575', 'wikidataId': '', 'name': 'Great Himalayan Range', 'description': 'region', 'geonameId': '0', 'adminLevel': '0'}, {'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '326', 'wikidataId': 'Q668', 'name': 'India', 'description': 'country in South Asia', 'geonameId': '1269750', 'adminLevel': '2'}, {'id': '4572', 'wikidataId': 'Q1177', 'name': 'Himachal Pradesh', 'description': 'Indian state', 'geonameId': '1270101', 'adminLevel': '4'}, {'id': '994', 'wikidataId': 'Q66278313', 'name': 'Jammu and Kashmir', 'description': 'union territory of India', 'geonameId': '0', 'adminLevel': '4'}, {'id': '7920', 'wikidataId': 'Q837595', 'name': 'Lahaul and Spiti district', 'description': 'district of Himachal Pradesh, India', 'geonameId': '1265292', 'adminLevel': '5'}, {'id': '92054', 'wikidataId': 'Q123256401', 'name': 'Arthal', 'description': 'tehsil in Kishtwar district of Jammu And Kashmir, India', 'geonameId': '1278351', 'adminLevel': '6'}, {'id': '7921', 'wikidataId': '', 'name': 'Udaipur', 'description': '', 'geonameId': '0', 'adminLevel': '6'}, {'id': '92053', 'wikidataId': 'Q720828', 'name': 'Handwara', 'description': 'human settlement', 'geonameId': '1270439', 'adminLevel': '6'}]"
us7000lfaa;55;earthquake;M 5.5 - 9 km ENE of R?mganj, Bangladesh;02-12-2023 3:35;1,70149E+12;1,70759E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfaa;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfaa&format=geojson;275;6;5;yellow;reviewed;0;807;us;7000lfaa;,us7000lfaa,usauto7000lfaa,;,us,usauto,;,dyfi,ground-failure,impact-text,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,;118;806;6;35;mww;Point;45057;231278;90927;9 km ENE of R?mganj, Bangladesh;9;ENE of R?mganj, Bangladesh;R?mganj, Bangladesh;Asia;Bangladesh;Ramganj;inning.proud.barristers;360;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '330', 'wikidataId': 'Q60140', 'name': 'Indian subcontinent', 'description': 'peninsular region in south-central Asia below the Himalayas', 'geonameId': '6269134', 'adminLevel': '0'}, {'id': '87722', 'wikidataId': '', 'name': 'Asia/Dhaka', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '91834', 'wikidataId': 'Q7289493', 'name': 'Ramganj', 'description': 'upazila in Chittagong Division, Bangladesh', 'geonameId': '1185127', 'adminLevel': '0'}, {'id': '2574', 'wikidataId': 'Q902', 'name': 'Bangladesh', 'description': 'country in South Asia', 'geonameId': '1210997', 'adminLevel': '2'}, {'id': '91832', 'wikidataId': 'Q158087', 'name': 'Chittagong', 'description': 'division of Bangladesh', 'geonameId': '1337200', 'adminLevel': '4'}, {'id': '91833', 'wikidataId': 'Q1550252', 'name': 'Lakshmipur', 'description': ""district in Bangladesh's Chittagong Division"", 'geonameId': '1337195', 'adminLevel': '5'}]"
us7000lf3c;52;earthquake;M 5.2 - 74 km SSW of Laojunmiao, China;01-12-2023 14:55;1,70144E+12;1,70726E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf3c;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf3c&format=geojson;1;3;6;green;reviewed;0;416;us;7000lf3c;,us7000lf3c,;,us,;,dyfi,losspager,origin,phase-data,shakemap,;98;6056;6;37;mww;Point;10;392438;972769;74 km SSW of Laojunmiao, China;74;SSW of Laojunmiao, China;Laojunmiao, China;Asia;China;Shibaocheng;chillingly.surgeons.foreground;480;"[{'id': '87301', 'wikidataId': '', 'name': 'Asia/Chongqing', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87159', 'wikidataId': '', 'name': 'Asia/Shanghai', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '225', 'wikidataId': 'Q179842', 'name': 'Tibetan Plateau', 'description': 'plateau in Central Asia', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86089', 'wikidataId': 'Q148', 'name': 'China', 'description': 'country in East Asia', 'geonameId': '1814991', 'adminLevel': '2'}, {'id': '86356', 'wikidataId': 'Q42392', 'name': 'Gansu Sheng', 'description': 'province of China', 'geonameId': '1810676', 'adminLevel': '4'}, {'id': '5730', 'wikidataId': 'Q533432', 'name': 'Jiuquan', 'description': 'prefecture-level city in Gansu, China', 'geonameId': '1279945', 'adminLevel': '5'}, {'id': '91246', 'wikidataId': 'Q1341348', 'name': 'Dangchengwan', 'description': 'autonomous county', 'geonameId': '1281422', 'adminLevel': '6'}, {'id': '23768', 'wikidataId': 'Q13924526', 'name': 'Shibaocheng', 'description': '', 'geonameId': '0', 'adminLevel': '8'}]"
us6000lp06;57;earthquake;M 5.7 - 76 km SW of K?ng Tung, Myanmar;17-11-2023 1:37;1,70019E+12;1,70629E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000lp06;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lp06&format=geojson;69;7;7;green;reviewed;0;551;us;6000lp06;,us6000lp06,usauto6000lp06,pt23321000,;,us,usauto,pt,;,dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,;117;251;84;45;mww;Point;15733;21226;99333;76 km SW of K?ng Tung, Myanmar;76;SW of K?ng Tung, Myanmar;K?ng Tung, Myanmar;Asia;Myanmar;Mongping;denoting.lifeboat.arrogantly;390;"[{'id': '87274', 'wikidataId': '', 'name': 'Asia/Yangon', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '1213', 'wikidataId': 'Q27617163', 'name': 'Mainland Southeast Asia', 'description': 'continental portion of Southeast Asia lying east of India and south of China, bounded by the Indian Ocean to the west and the Pacific Ocean to the east', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87273', 'wikidataId': '', 'name': 'Asia/Rangoon', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '1346', 'wikidataId': 'Q836', 'name': 'Myanmar', 'description': 'country in Southeast Asia', 'geonameId': '1327865', 'adminLevel': '2'}, {'id': '2625', 'wikidataId': 'Q456847', 'name': 'Shan State', 'description': 'state of Myanmar', 'geonameId': '1297099', 'adminLevel': '4'}, {'id': '11641', 'wikidataId': '', 'name': 'East Shan State', 'description': '', 'geonameId': '0', 'adminLevel': '5'}, {'id': '11642', 'wikidataId': 'Q15255093', 'name': 'Mong Hsat District', 'description': 'district in Shan State, Burma', 'geonameId': '8238772', 'adminLevel': '6'}, {'id': '91643', 'wikidataId': 'Q16864201', 'name': 'Mongping', 'description': 'township in Shan State, Burma', 'geonameId': '11154127', 'adminLevel': '8'}]"
us7000l9ef;53;earthquake;M 5.3 - Xinjiang Uygur, China;07-11-2023 18:09;1,69938E+12;1,70519E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9ef;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9ef&format=geojson;1;3;7;green;reviewed;0;432;us;7000l9ef;,us7000l9ef,usauto7000l9ef,;,us,usauto,;,dyfi,earthquake-name,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,;267;1205;63;24;mww;Point;7204;405164;777055;Xinjiang Uygur, China;0;Xinjiang Uygur, China;Xinjiang Uygur, China;Asia;China;Aqchi;simple.nearing.ruffled;480;"[{'id': '87282', 'wikidataId': '', 'name': 'Asia/Kashgar', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87159', 'wikidataId': '', 'name': 'Asia/Shanghai', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87286', 'wikidataId': '', 'name': 'Asia/Urumqi', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86089', 'wikidataId': 'Q148', 'name': 'China', 'description': 'country in East Asia', 'geonameId': '1814991', 'adminLevel': '2'}, {'id': '86117', 'wikidataId': 'Q34800', 'name': 'Xinjiang Uyghur Autonomous Region', 'description': 'autonomous region in China', 'geonameId': '1529047', 'adminLevel': '4'}, {'id': '2113', 'wikidataId': 'Q861035', 'name': 'Kizilsu Kyrgyz Autonomous Prefecture', 'description': 'autonomous prefecture', 'geonameId': '1280829', 'adminLevel': '5'}, {'id': '91516', 'wikidataId': 'Q668353', 'name': 'Atush', 'description': 'county-level city in China', 'geonameId': '1281743', 'adminLevel': '6'}, {'id': '91517', 'wikidataId': 'Q420688', 'name': 'Aqchi', 'description': 'county of China', 'geonameId': '1529662', 'adminLevel': '6'}]"
us7000l8p5;57;earthquake;M 5.7 - 43 km E of Dailekh, Nepal;03-11-2023 18:02;1,69903E+12;1,70487E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000l8p5;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l8p5&format=geojson;372;7;8;yellow;reviewed;0;922;us;7000l8p5;,us7000l8p5,usauto7000l8p5,pt23307000,at00s3k7gw,;,us,usauto,pt,at,;,dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,;232;295;94;21;mww;Point;12;288879;82195;43 km E of Dailekh, Nepal;43;E of Dailekh, Nepal;Dailekh, Nepal;Asia;Nepal;Kuse-07;braving.hyacinths.madly;345;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '225', 'wikidataId': 'Q179842', 'name': 'Tibetan Plateau', 'description': 'plateau in Central Asia', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87376', 'wikidataId': '', 'name': 'Asia/Kathmandu', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '2743', 'wikidataId': 'Q837', 'name': 'Nepal', 'description': 'sovereign state in South Asia', 'geonameId': '1282988', 'adminLevel': '2'}, {'id': '9166', 'wikidataId': 'Q25104017', 'name': 'Karnali', 'description': 'province of Nepal', 'geonameId': '0', 'adminLevel': '3'}, {'id': '20993', 'wikidataId': 'Q29430', 'name': 'Jajarkot District', 'description': 'district in Nepal', 'geonameId': '0', 'adminLevel': '6'}, {'id': '91463', 'wikidataId': 'Q55887950', 'name': 'Kuse', 'description': 'rural municipality in Karnali Pradesh, Nepal', 'geonameId': '12095655', 'adminLevel': '7'}, {'id': '91464', 'wikidataId': '', 'name': 'Kuse-07', 'description': '', 'geonameId': '0', 'adminLevel': '9'}]"
us7000l5yp;54;earthquake;M 5.4 - 71 km SSW of Laojunmiao, China;24-10-2023 11:32;1,69815E+12;1,70434E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000l5yp;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l5yp&format=geojson;2;4;7;green;reviewed;0;449;us;7000l5yp;,us7000l5yp,usauto7000l5yp,;,us,usauto,;,dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,;211;6068;46;29;mww;Point;10;392654;973075;71 km SSW of Laojunmiao, China;71;SSW of Laojunmiao, China;Laojunmiao, China;Asia;China;Shibaocheng;downcast.detects.alien;480;"[{'id': '87301', 'wikidataId': '', 'name': 'Asia/Chongqing', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '87159', 'wikidataId': '', 'name': 'Asia/Shanghai', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '225', 'wikidataId': 'Q179842', 'name': 'Tibetan Plateau', 'description': 'plateau in Central Asia', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86089', 'wikidataId': 'Q148', 'name': 'China', 'description': 'country in East Asia', 'geonameId': '1814991', 'adminLevel': '2'}, {'id': '86356', 'wikidataId': 'Q42392', 'name': 'Gansu Sheng', 'description': 'province of China', 'geonameId': '1810676', 'adminLevel': '4'}, {'id': '5730', 'wikidataId': 'Q533432', 'name': 'Jiuquan', 'description': 'prefecture-level city in Gansu, China', 'geonameId': '1279945', 'adminLevel': '5'}, {'id': '91246', 'wikidataId': 'Q1341348', 'name': 'Dangchengwan', 'description': 'autonomous county', 'geonameId': '1281422', 'adminLevel': '6'}, {'id': '23768', 'wikidataId': 'Q13924526', 'name': 'Shibaocheng', 'description': '', 'geonameId': '0', 'adminLevel': '8'}]"
us6000lh8c;52;earthquake;M 5.2 - 36 km NE of Bharatpur, Nepal;22-10-2023 1:54;1,69794E+12;1,72259E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000lh8c;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lh8c&format=geojson;87;4;5;green;reviewed;0;453;us;6000lh8c;,us6000lh8c,;,us,;,dyfi,impact-text,losspager,origin,phase-data,shakemap,;101;1848;82;29;mb;Point;25706;278679;847191;36 km NE of Bharatpur, Nepal;36;NE of Bharatpur, Nepal;Bharatpur, Nepal;Asia;Nepal;Gandaki-06;manfully.churning.eliminate;345;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '225', 'wikidataId': 'Q179842', 'name': 'Tibetan Plateau', 'description': 'plateau in Central Asia', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87376', 'wikidataId': '', 'name': 'Asia/Kathmandu', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '2743', 'wikidataId': 'Q837', 'name': 'Nepal', 'description': 'sovereign state in South Asia', 'geonameId': '1282988', 'adminLevel': '2'}, {'id': '4965', 'wikidataId': 'Q25104016', 'name': 'Gandaki', 'description': 'province of Nepal', 'geonameId': '0', 'adminLevel': '3'}, {'id': '16798', 'wikidataId': 'Q28476', 'name': 'Gorkha District', 'description': 'district of Nepal', 'geonameId': '0', 'adminLevel': '6'}, {'id': '91238', 'wikidataId': 'Q30277468', 'name': 'Gandaki', 'description': 'gaunpalika in Gandaki, Nepal', 'geonameId': '12095559', 'adminLevel': '7'}, {'id': '91239', 'wikidataId': '', 'name': 'Gandaki-06', 'description': '', 'geonameId': '0', 'adminLevel': '9'}]"
us6000lcgj;57;earthquake;M 5.7 - 39 km NE of Dipayal, Nepal;03-10-2023 9:21;1,69632E+12;1,70259E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000lcgj;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lcgj&format=geojson;131;8;7;green;reviewed;0;605;us;6000lcgj;,us6000lcgj,usauto6000lcgj,pt23276000,;,us,usauto,pt,;,dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,;226;393;33;23;mww;Point;13;295163;812118;39 km NE of Dipayal, Nepal;39;NE of Dipayal, Nepal;Dipayal, Nepal;Asia;Nepal;JayaPrithvi-03;investments.ticketholder.hopefulness;345;"[{'id': '108', 'wikidataId': 'Q48', 'name': 'Asia', 'description': ""continent, mainly on the Earth's northeastern quadrant"", 'geonameId': '6255147', 'adminLevel': '0'}, {'id': '225', 'wikidataId': 'Q179842', 'name': 'Tibetan Plateau', 'description': 'plateau in Central Asia', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87376', 'wikidataId': '', 'name': 'Asia/Kathmandu', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '2743', 'wikidataId': 'Q837', 'name': 'Nepal', 'description': 'sovereign state in South Asia', 'geonameId': '1282988', 'adminLevel': '2'}, {'id': '86824', 'wikidataId': 'Q25104019', 'name': 'Sudurpashchim', 'description': 'province of Nepal', 'geonameId': '12095453', 'adminLevel': '3'}, {'id': '13403', 'wikidataId': 'Q28592', 'name': 'Bajhang District', 'description': 'district in Nepal', 'geonameId': '1283699', 'adminLevel': '6'}, {'id': '90936', 'wikidataId': 'Q17870386', 'name': 'Jayaprithivi', 'description': 'municipality in Bajhang District, Nepal', 'geonameId': '12095561', 'adminLevel': '7'}, {'id': '90937', 'wikidataId': '', 'name': 'JayaPrithvi-03', 'description': '', 'geonameId': '0', 'adminLevel': '9'}]"
